case,iter,status_code,latency_ms,prediction,timestamp_start_iso
fake_2,58,200,64.34,FAKE,2025-11-04T12:22:14
fake_2,59,200,60.31,FAKE,2025-11-04T12:22:14
fake_2,60,200,59.63,FAKE,2025-11-04T12:22:14
fake_2,61,200,59.63,FAKE,2025-11-04T12:22:14
fake_2,62,200,61.28,FAKE,2025-11-04T12:22:14
fake_2,63,200,62.85,FAKE,2025-11-04T12:22:14
fake_2,64,200,67.11,FAKE,2025-11-04T12:22:14
fake_2,65,200,56.54,FAKE,2025-11-04T12:22:14
fake_2,66,200,59.25,FAKE,2025-11-04T12:22:14
fake_2,67,200,56.45,FAKE,2025-11-04T12:22:14
fake_2,68,200,59.6,FAKE,2025-11-04T12:22:14
fake_2,69,200,60.08,FAKE,2025-11-04T12:22:14
fake_2,70,200,62.75,FAKE,2025-11-04T12:22:14
fake_2,71,200,64.22,FAKE,2025-11-04T12:22:14
fake_2,72,200,56.96,FAKE,2025-11-04T12:22:14
fake_2,73,200,59.44,FAKE,2025-11-04T12:22:15
fake_2,74,200,60.59,FAKE,2025-11-04T12:22:15
fake_2,75,200,59.48,FAKE,2025-11-04T12:22:15
fake_2,76,200,59.53,FAKE,2025-11-04T12:22:15
fake_2,77,200,55.71,FAKE,2025-11-04T12:22:15
fake_2,78,200,56.42,FAKE,2025-11-04T12:22:15
fake_2,79,200,57.77,FAKE,2025-11-04T12:22:15
fake_2,80,200,60.73,FAKE,2025-11-04T12:22:15
fake_2,81,200,62.03,FAKE,2025-11-04T12:22:15
fake_2,82,200,59.91,FAKE,2025-11-04T12:22:15
fake_2,83,200,60.21,FAKE,2025-11-04T12:22:15
fake_2,84,200,59.64,FAKE,2025-11-04T12:22:15
fake_2,85,200,60.62,FAKE,2025-11-04T12:22:15
fake_2,86,200,58.3,FAKE,2025-11-04T12:22:15
fake_2,87,200,61.51,FAKE,2025-11-04T12:22:15
fake_2,88,200,59.09,FAKE,2025-11-04T12:22:15
fake_2,89,200,64.47,FAKE,2025-11-04T12:22:15
fake_2,90,200,59.62,FAKE,2025-11-04T12:22:16
fake_2,91,200,59.06,FAKE,2025-11-04T12:22:16
fake_2,92,200,60.94,FAKE,2025-11-04T12:22:16
fake_2,93,200,59.13,FAKE,2025-11-04T12:22:16
fake_2,94,200,60.59,FAKE,2025-11-04T12:22:16
fake_2,95,200,59.65,FAKE,2025-11-04T12:22:16
fake_2,96,200,59.99,FAKE,2025-11-04T12:22:16
fake_2,97,200,60.28,FAKE,2025-11-04T12:22:16
fake_2,98,200,60.11,FAKE,2025-11-04T12:22:16
fake_2,99,200,59.28,FAKE,2025-11-04T12:22:16
fake_2,100,200,59.69,FAKE,2025-11-04T12:22:16
