case,iter,status_code,latency_ms,prediction,timestamp_start_iso
real_1,1,200,58.23,REAL,2025-11-04T12:22:16
real_1,2,200,58.75,REAL,2025-11-04T12:22:16
real_1,3,200,60.21,REAL,2025-11-04T12:22:16
real_1,4,200,59.9,REAL,2025-11-04T12:22:16
real_1,5,200,59.54,REAL,2025-11-04T12:22:16
real_1,6,200,59.07,REAL,2025-11-04T12:22:16
real_1,7,200,57.48,REAL,2025-11-04T12:22:17
real_1,8,200,58.73,REAL,2025-11-04T12:22:17
real_1,9,200,56.99,REAL,2025-11-04T12:22:17
real_1,10,200,59.56,REAL,2025-11-04T12:22:17
real_1,11,200,59.99,REAL,2025-11-04T12:22:17
real_1,12,200,60.01,REAL,2025-11-04T12:22:17
real_1,13,200,63.24,REAL,2025-11-04T12:22:17
real_1,14,200,60.35,REAL,2025-11-04T12:22:17
real_1,15,200,60.49,REAL,2025-11-04T12:22:17
real_1,16,200,59.58,REAL,2025-11-04T12:22:17
real_1,17,200,59.94,REAL,2025-11-04T12:22:17
real_1,18,200,59.64,REAL,2025-11-04T12:22:17
real_1,19,200,59.72,REAL,2025-11-04T12:22:17
real_1,20,200,54.98,REAL,2025-11-04T12:22:17
real_1,21,200,56.9,REAL,2025-11-04T12:22:17
real_1,22,200,60.96,REAL,2025-11-04T12:22:17
real_1,23,200,59.45,REAL,2025-11-04T12:22:17
real_1,24,200,59.29,REAL,2025-11-04T12:22:18
real_1,25,200,56.19,REAL,2025-11-04T12:22:18
real_1,26,200,59.81,REAL,2025-11-04T12:22:18
real_1,27,200,59.03,REAL,2025-11-04T12:22:18
real_1,28,200,57.21,REAL,2025-11-04T12:22:18
real_1,29,200,60.64,REAL,2025-11-04T12:22:18
real_1,30,200,58.44,REAL,2025-11-04T12:22:18
real_1,31,200,72.83,REAL,2025-11-04T12:22:18
real_1,32,200,59.79,REAL,2025-11-04T12:22:18
real_1,33,200,59.39,REAL,2025-11-04T12:22:18
real_1,34,200,56.92,REAL,2025-11-04T12:22:18
real_1,35,200,63.43,REAL,2025-11-04T12:22:18
real_1,36,200,59.81,REAL,2025-11-04T12:22:18
real_1,37,200,59.54,REAL,2025-11-04T12:22:18
real_1,38,200,56.38,REAL,2025-11-04T12:22:18
real_1,39,200,64.88,REAL,2025-11-04T12:22:18
real_1,40,200,58.94,REAL,2025-11-04T12:22:19
real_1,41,200,59.8,REAL,2025-11-04T12:22:19
real_1,42,200,59.72,REAL,2025-11-04T12:22:19
real_1,43,200,59.88,REAL,2025-11-04T12:22:19
real_1,44,200,61.1,REAL,2025-11-04T12:22:19
real_1,45,200,58.77,REAL,2025-11-04T12:22:19
real_1,46,200,65.05,REAL,2025-11-04T12:22:19
real_1,47,200,58.59,REAL,2025-11-04T12:22:19
real_1,48,200,60.86,REAL,2025-11-04T12:22:19
real_1,49,200,59.37,REAL,2025-11-04T12:22:19
real_1,50,200,60.15,REAL,2025-11-04T12:22:19
real_1,51,200,60.08,REAL,2025-11-04T12:22:19
real_1,52,200,59.92,REAL,2025-11-04T12:22:19
real_1,53,200,59.53,REAL,2025-11-04T12:22:19
real_1,54,200,60.39,REAL,2025-11-04T12:22:19
real_1,55,200,63.36,REAL,2025-11-04T12:22:19
real_1,56,200,56.57,REAL,2025-11-04T12:22:19
real_1,57,200,59.73,REAL,2025-11-04T12:22:20
real_1,58,200,59.47,REAL,2025-11-04T12:22:20
real_1,59,200,56.33,REAL,2025-11-04T12:22:20
real_1,60,200,58.72,REAL,2025-11-04T12:22:20
real_1,61,200,55.99,REAL,2025-11-04T12:22:20
real_1,62,200,56.05,REAL,2025-11-04T12:22:20
real_1,63,200,57.65,REAL,2025-11-04T12:22:20
real_1,64,200,59.53,REAL,2025-11-04T12:22:20
real_1,65,200,59.59,REAL,2025-11-04T12:22:20
real_1,66,200,60.86,REAL,2025-11-04T12:22:20
real_1,67,200,60.12,REAL,2025-11-04T12:22:20
real_1,68,200,59.22,REAL,2025-11-04T12:22:20
real_1,69,200,59.68,REAL,2025-11-04T12:22:20
real_1,70,200,59.89,REAL,2025-11-04T12:22:20
real_1,71,200,59.68,REAL,2025-11-04T12:22:20
real_1,72,200,59.95,REAL,2025-11-04T12:22:20
real_1,73,200,59.71,REAL,2025-11-04T12:22:20
